ItemID,item_idx
3186,0
1270,1
1721,2
1022,3
2340,4
1836,5
3408,6
2804,7
1207,8
720,9
260,10
919,11
608,12
2692,13
1961,14
2028,15
3105,16
938,17
1035,18
1962,19
2018,20
150,21
1028,22
1097,23
914,24
1287,25
2797,26
2762,27
1246,28
661,29
2918,30
531,31
3114,32
2791,33
2321,34
1029,35
1197,36
594,37
2398,38
1545,39
527,40
595,41
1210,42
3468,43
480,44
3527,45
1196,46
1198,47
1387,48
2366,49
1201,50
2947,51
1214,52
3418,53
3702,54
111,55
908,56
3481,57
1573,58
589,59
393,60
3265,61
2916,62
2571,63
110,64
377,65
2427,66
555,67
3267,68
163,69
3107,70
2278,71
2490,72
1916,73
1580,74
733,75
2006,76
3256,77
349,78
2699,79
288,80
2600,81
25,82
1265,83
2396,84
39,85
265,86
17,87
1059,88
1277,89
1735,90
1393,91
2291,92
1639,93
2858,94
1213,95
296,96
1704,97
2329,98
3260,99
3386,100
3252,101
1730,102
36,103
1466,104
2908,105
16,106
2336,107
2686,108
3250,109
562,110
3006,111
3148,112
337,113
58,114
73,115
1673,116
1120,117
1411,118
538,119
3246,120
508,121
161,122
506,123
2324,124
3147,125
2442,126
1840,127
524,128
1660,129
1678,130
476,131
14,132
1357,133
2268,134
1682,135
2712,136
1653,137
650,138
2702,139
253,140
1589,141
345,142
1621,143
24,144
1810,145
2541,146
1693,147
269,148
151,149
454,150
465,151
2297,152
2688,153
1476,154
3751,155
912,156
3178,157
1221,158
3916,159
3948,160
1233,161
593,162
50,163
1148,164
920,165
1307,166
1552,167
3510,168
3793,169
3755,170
3623,171
3298,172
3717,173
3301,174
3513,175
3452,176
3826,177
3484,178
318,179
745,180
1617,181
1,182
2599,183
1223,184
1089,185
3160,186
457,187
1310,188
162,189
2355,190
47,191
1784,192
1500,193
2959,194
1446,195
1669,196
223,197
1923,198
3253,199
2166,200
1358,201
3255,202
1584,203
778,204
1343,205
1060,206
412,207
300,208
1777,209
2890,210
994,211
934,212
1641,213
999,214
2616,215
3785,216
1303,217
813,218
3897,219
858,220
1193,221
3658,222
1291,223
1331,224
3745,225
1610,226
1429,227
1356,228
1370,229
1527,230
10,231
1372,232
21,233
648,234
780,235
380,236
165,237
368,238
1722,239
2617,240
2628,241
329,242
1377,243
459,244
1690,245
736,246
1544,247
1049,248
2094,249
1479,250
2002,251
153,252
434,253
517,254
1262,255
1204,256
1259,257
590,258
1073,259
2871,260
3479,261
3417,262
2987,263
1374,264
3070,265
952,266
1127,267
1129,268
2161,269
1376,270
2640,271
592,272
1967,273
3175,274
3494,275
2105,276
2370,277
2968,278
2243,279
1968,280
2976,281
3033,282
1982,283
2920,284
2572,285
2826,286
2997,287
2694,288
3578,289
3354,290
3081,291
748,292
3421,293
2706,294
3534,295
2188,296
2707,297
3004,298
2683,299
3155,300
3005,301
2770,302
2881,303
3113,304
2605,305
2719,306
2676,307
2882,308
3174,309
2581,310
3753,311
2598,312
2394,313
2485,314
2724,315
2840,316
2841,317
3176,318
2961,319
3798,320
2763,321
2000,322
2001,323
3624,324
2424,325
3566,326
3535,327
1615,328
1487,329
628,330
364,331
1271,332
357,333
2501,334
1885,335
2391,336
356,337
32,338
104,339
6,340
2506,341
3499,342
141,343
2302,344
1608,345
3723,346
805,347
1883,348
1396,349
1672,350
1625,351
539,352
2496,353
500,354
3261,355
2058,356
587,357
3145,358
1485,359
832,360
1092,361
1732,362
3108,363
344,364
553,365
2433,366
231,367
442,368
2273,369
2567,370
788,371
1909,372
266,373
2272,374
2539,375
3646,376
3773,377
1619,378
1586,379
2253,380
2716,381
2709,382
2574,383
2502,384
2700,385
2693,386
1921,387
1375,388
3676,389
2012,390
1876,391
1371,392
3156,393
2011,394
2393,395
1205,396
1676,397
1917,398
1391,399
1831,400
2173,401
435,402
1373,403
737,404
1882,405
3102,406
1799,407
1135,408
3370,409
2661,410
1252,411
2660,412
541,413
1225,414
1085,415
1036,416
1200,417
2529,418
1304,419
1240,420
2944,421
1222,422
1953,423
2872,424
1220,425
3405,426
1242,427
3654,428
2363,429
1954,430
3062,431
2948,432
2949,433
2951,434
2662,435
3104,436
1215,437
474,438
3769,439
2534,440
3726,441
353,442
3740,443
969,444
2991,445
2993,446
1785,447
3635,448
1895,449
2432,450
455,451
3219,452
1278,453
2248,454
34,455
3088,456
3361,457
1285,458
933,459
2144,460
2915,461
441,462
2109,463
3526,464
837,465
2795,466
11,467
2671,468
2406,469
2108,470
3450,471
3608,472
2081,473
3712,474
3087,475
2747,476
1258,477
1997,478
1219,479
1994,480
2710,481
1645,482
1350,483
2160,484
1717,485
3264,486
529,487
3536,488
3597,489
3594,490
3424,491
3868,492
2371,493
1079,494
2174,495
3039,496
3591,497
2423,498
2100,499
2134,500
2133,501
2145,502
3524,503
2735,504
2261,505
2054,506
2416,507
2369,508
2469,509
2072,510
2413,511
2792,512
1091,513
3387,514
2796,515
2375,516
2478,517
2378,518
3388,519
2794,520
2379,521
2471,522
1381,523
2380,524
2383,525
2382,526
1680,527
222,528
2250,529
2023,530
3213,531
1907,532
2687,533
1405,534
2722,535
233,536
2580,537
785,538
2761,539
2395,540
2294,541
2137,542
588,543
1274,544
316,545
256,546
1320,547
3697,548
196,549
172,550
1250,551
2312,552
551,553
30,554
3863,555
3821,556
3952,557
2973,558
1244,559
3504,560
1136,561
3836,562
3072,563
1172,564
232,565
3037,566
3035,567
3060,568
2352,569
1517,570
2078,571
1663,572
1747,573
1081,574
2065,575
3552,576
1963,577
3358,578
3671,579
2407,580
3052,581
597,582
2245,583
2155,584
2746,585
3308,586
178,587
1875,588
1449,589
852,590
1395,591
1569,592
3263,593
2418,594
449,595
144,596
3525,597
1297,598
708,599
1249,600
3505,601
1827,602
1189,603
246,604
3512,605
3196,606
1299,607
1208,608
2972,609
1090,610
1272,611
1960,612
1078,613
1408,614
1094,615
647,616
3448,617
3066,618
1616,619
3441,620
1920,621
2815,622
466,623
1276,624
2064,625
1080,626
2883,627
3727,628
235,629
1603,630
924,631
866,632
3551,633
2288,634
2967,635
1227,636
1674,637
2118,638
229,639
3706,640
1480,641
3101,642
2764,643
3763,644
164,645
2540,646
1805,647
2353,648
2334,649
1911,650
490,651
224,652
249,653
838,654
2171,655
342,656
1183,657
1463,658
440,659
543,660
215,661
339,662
1441,663
64,664
46,665
1835,666
605,667
361,668
236,669
691,670
48,671
1353,672
1888,673
1894,674
74,675
1593,676
3259,677
1801,678
2805,679
779,680
92,681
2677,682
902,683
2431,684
1247,685
1088,686
2524,687
3247,688
1254,689
3461,690
1017,691
421,692
3927,693
2430,694
2115,695
2414,696
3412,697
674,698
60,699
2013,700
3269,701
653,702
303,703
2,704
2088,705
688,706
173,707
258,708
2748,709
2537,710
1927,711
750,712
1294,713
2202,714
897,715
976,716
3406,717
1033,718
1339,719
3210,720
2067,721
1688,722
1658,723
671,724
2338,725
1644,726
1985,727
1983,728
3939,729
1347,730
1969,731
1970,732
1971,733
1972,734
1973,735
366,736
1984,737
1986,738
891,739
2107,740
1974,741
1975,742
1976,743
1977,744
1978,745
1979,746
1980,747
1981,748
1407,749
3273,750
1327,751
1956,752
1041,753
66,754
569,755
2152,756
552,757
3555,758
3615,759
336,760
1694,761
1266,762
62,763
453,764
3809,765
367,766
1797,767
1398,768
835,769
515,770
1042,771
280,772
2546,773
497,774
7,775
534,776
261,777
383,778
486,779
585,780
1457,781
509,782
2046,783
879,784
1027,785
1459,786
350,787
586,788
802,789
340,790
5,791
277,792
3270,793
1892,794
2021,795
2985,796
3699,797
2140,798
2641,799
2450,800
2642,801
2643,802
1488,803
991,804
2816,805
2087,806
2857,807
1282,808
2096,809
596,810
3034,811
3483,812
783,813
1566,814
673,815
239,816
899,817
1288,818
3675,819
2946,820
1380,821
346,822
3142,823
2083,824
1772,825
3462,826
3629,827
916,828
2863,829
910,830
1256,831
915,832
1125,833
1257,834
3507,835
3396,836
2150,837
3397,838
2926,839
1010,840
2470,841
1020,842
3477,843
372,844
2124,845
3688,846
410,847
2003,848
3243,849
520,850
3254,851
333,852
1931,853
1019,854
2193,855
2005,856
2723,857
158,858
208,859
168,860
1779,861
3438,862
317,863
1702,864
2399,865
1944,866
926,867
1104,868
923,869
3095,870
1945,871
1283,872
2921,873
3681,874
599,875
2401,876
1378,877
1379,878
996,879
2701,880
3639,881
1101,882
2194,883
3633,884
2376,885
2989,886
3638,887
2990,888
2126,889
2409,890
2530,891
1597,892
1687,893
1833,894
1792,895
3404,896
170,897
423,898
376,899
786,900
2405,901
2410,902
3082,903
